Customer ID,Credit Score,Existing Loans,Utilization,Missed Payments (12M),Total Outstanding Debt,Debt-to-Income Ratio
60,710,5,0.02,3,472156.07,0.1
61,720,2,0.97,1,445350.49,0.32
62,580,4,0.7,4,128546.18,0.58
63,560,4,0.69,3,412218.36,0.62
64,850,0,0.23,0,311254.63,0.18
65,740,5,0.14,2,489415.94,0.24
66,690,4,0.12,2,494205.44,0.7
67,650,4,0.12,5,168073.65,0.68
68,820,2,0.26,1,494090.66,0.22
69,790,2,0.09,2,200808.0,0.61
70,650,5,0.41,5,493416.72,0.42
71,840,2,0.15,2,225143.83,0.48
72,750,0,0.87,0,206189.55,0.52
73,800,5,0.15,0,459614.1,0.23
74,600,3,0.48,5,321931.08,0.57
75,800,0,0.58,0,164471.5,0.22
76,750,1,0.87,0,407885.66,0.2
77,670,1,0.46,6,445160.42,0.47
78,720,4,0.26,1,356959.18,0.63
79,750,0,0.7,0,368538.63,0.16
80,610,4,0.98,3,93237.92,0.51
81,850,1,0.0,0,122327.19,0.8
82,600,4,0.04,5,370653.08,0.62
83,750,1,0.25,5,155564.09,0.2
84,790,1,0.49,2,246026.59,0.61
85,690,2,0.89,2,388033.29,0.15
86,650,2,0.33,5,274395.62,0.58
87,570,2,0.66,6,434121.18,0.15
88,600,1,0.82,5,276453.84,0.2
89,700,2,0.75,0,329654.88,0.6
90,570,1,0.81,6,272756.69,0.28
91,690,5,0.47,2,267980.62,0.76
92,790,5,0.32,2,122675.09,0.26
93,820,1,0.19,1,194044.05,0.74
94,770,5,0.46,1,450316.53,0.26
95,680,4,0.05,4,296477.73,0.15
96,750,0,0.81,0,269626.6,0.29
97,800,0,0.08,0,300601.0,0.61
98,850,0,0.31,0,18198.63,0.61
99,850,0,0.46,0,442588.72,0.42
100,730,2,0.03,4,91670.66,0.69
101,870,1,0.14,1,200640.07,0.41
102,730,2,0.22,4,46695.75,0.65
103,470,4,0.51,6,384406.75,0.7
104,600,3,0.69,5,162557.65,0.42
105,740,3,0.39,2,261456.88,0.12
106,710,3,0.35,3,256414.81,0.33
107,820,3,0.12,1,109217.52,0.5
108,710,3,0.12,3,224716.48,0.73
109,610,5,0.97,3,401964.06,0.26
110,690,5,0.9,2,25599.8,0.17
111,650,4,0.44,5,415778.51,0.3
112,750,0,0.53,0,179163.2,0.54
113,690,1,0.66,2,201677.69,0.75
114,710,1,0.5,3,419480.22,0.7
115,580,4,0.93,4,241519.51,0.54
116,550,3,0.71,5,492964.88,0.48
117,660,2,0.78,3,140640.65,0.64
118,720,5,0.63,1,75306.89,0.43
119,850,0,0.08,0,165668.43,0.56
120,730,4,0.38,4,2612.04,0.18
121,730,2,0.46,4,59110.89,0.63
122,810,1,0.3,3,195013.43,0.18
123,680,1,0.62,4,58945.0,0.3
124,600,4,0.5,5,424573.51,0.74
125,690,3,0.41,2,453181.95,0.63
126,700,3,0.7,0,298863.47,0.2
127,650,2,0.05,5,373646.22,0.54
128,670,2,0.01,6,341890.41,0.3
129,710,1,0.71,3,199664.03,0.28
130,800,0,0.38,0,479065.3,0.73
131,640,5,0.65,2,196646.83,0.63
132,770,2,0.44,1,290504.2,0.71
133,670,3,0.3,6,107589.25,0.38
134,640,3,0.93,2,318507.31,0.47
135,620,4,0.9,1,388757.56,0.72
136,570,5,0.89,6,136386.19,0.22
137,730,5,0.1,4,207165.03,0.29
138,550,3,0.98,5,422591.56,0.29
139,800,5,0.49,0,187787.41,0.57
140,690,4,0.79,2,103713.41,0.26
141,700,5,0.19,5,121395.33,0.19
142,680,5,0.21,4,474273.72,0.45
143,690,4,0.62,2,58123.57,0.23
144,660,4,0.36,3,416187.68,0.72
145,720,5,0.74,1,109025.79,0.26
146,850,0,0.2,0,418544.33,0.46
147,520,5,0.67,6,79912.55,0.66
148,700,1,0.99,0,321752.81,0.75
149,680,1,0.65,4,104046.01,0.5
150,790,3,0.46,2,238281.78,0.4
151,670,1,0.34,6,323668.52,0.48
152,800,2,0.73,0,167181.15,0.27
153,690,4,0.64,2,164013.48,0.48
154,670,3,0.09,6,60293.27,0.36
155,600,2,0.89,5,198337.94,0.75
156,750,0,0.54,0,96444.79,0.51
157,680,3,0.3,4,162101.88,0.61
158,690,5,0.64,2,8589.37,0.28
159,580,4,0.76,4,6316.69,0.75
160,750,2,0.48,5,83592.39,0.36
161,550,3,0.92,5,455563.93,0.24
162,640,1,0.51,2,481238.8,0.58
163,720,4,0.64,1,157237.71,0.24
164,580,2,0.66,4,358081.18,0.61
165,710,5,0.0,3,366897.33,0.11
166,800,0,0.68,0,164632.34,0.35
167,850,0,0.47,0,413700.31,0.13
168,600,2,0.73,5,403343.23,0.47
169,750,0,0.85,0,387927.0,0.13
170,730,1,0.38,4,47693.66,0.52
171,720,3,0.77,1,166872.08,0.5
172,600,1,0.81,5,393950.28,0.26
173,630,3,0.21,4,336673.38,0.74
174,790,3,0.14,2,195110.59,0.47
175,720,4,0.72,1,170367.2,0.19
176,620,3,0.49,6,371098.34,0.49
177,630,3,0.15,4,391241.73,0.69
178,670,1,0.51,1,371433.65,0.66
179,720,4,0.81,1,60550.95,0.11
180,570,2,0.74,6,445840.51,0.37
181,730,2,0.21,4,309529.07,0.44
182,690,5,0.52,2,27246.7,0.18
183,670,1,0.21,6,352415.19,0.33
184,670,2,0.17,6,455543.23,0.24
185,800,3,0.22,0,428145.94,0.47
186,690,3,0.55,2,116855.49,0.14
187,690,3,0.34,2,342273.94,0.77
188,710,4,0.28,3,260143.98,0.15
189,530,3,0.9,4,443380.17,0.51
190,770,2,0.34,1,271929.03,0.55
191,600,3,0.3,5,334881.69,0.58
192,850,0,0.31,0,285608.67,0.11
193,640,3,0.83,2,439457.19,0.25
194,800,4,0.25,0,227380.68,0.55
195,740,5,0.2,2,389076.44,0.35
196,680,4,0.39,4,148143.22,0.54
197,800,0,0.52,0,56938.85,0.48
198,780,2,0.27,4,118157.67,0.22
199,850,5,0.05,0,1786.44,0.46
200,570,4,0.99,6,211539.27,0.18
201,690,2,0.8,2,267856.1,0.48
202,670,2,0.37,6,126745.56,0.65
203,560,3,0.84,3,394585.01,0.64
204,720,2,0.54,1,67605.03,0.7
205,670,2,0.32,6,73263.01,0.53
206,670,2,0.65,1,477427.11,0.52
207,570,5,0.77,6,60858.03,0.24
208,720,2,0.83,1,131124.31,0.78
209,550,4,0.77,5,196719.25,0.55
210,720,4,0.91,1,98156.05,0.49
211,750,1,0.42,5,96035.87,0.2
212,530,5,0.78,4,379692.32,0.79
213,850,0,0.46,0,321552.4,0.27
214,750,2,0.98,0,340527.9,0.26
215,750,2,0.25,5,26065.28,0.29
216,770,2,0.17,1,470697.97,0.59
217,650,4,0.41,5,452896.45,0.12
218,570,5,0.51,6,105523.58,0.14
219,720,2,0.66,1,319495.63,0.11
220,620,3,0.21,6,466548.22,0.28
221,730,2,0.25,4,306933.34,0.26
222,700,5,0.81,0,422693.59,0.15
223,600,5,0.68,5,140971.38,0.47
224,520,3,0.59,6,361715.33,0.35
225,650,1,0.07,5,470348.12,0.63
226,820,5,0.15,1,95122.3,0.35
227,620,1,0.2,6,275955.23,0.6
228,850,4,0.21,0,89434.57,0.34
229,790,1,0.45,2,423664.5,0.47
230,820,1,0.41,1,491541.75,0.19
231,700,0,0.7,0,337824.89,0.6
232,650,2,0.44,5,274565.27,0.61
233,700,0,0.94,0,294836.9,0.57
234,740,2,0.83,2,86915.25,0.35
235,670,2,0.28,6,377819.7,0.45
236,700,0,0.57,0,316915.34,0.76
237,600,5,0.65,5,24804.36,0.39
238,720,2,0.73,1,309433.37,0.42
239,740,4,0.27,2,75395.25,0.55
240,570,5,0.51,6,99227.43,0.47
241,850,0,0.22,0,250915.67,0.34
242,810,1,0.38,3,213321.59,0.12
243,680,5,0.25,4,348136.73,0.5
244,800,4,0.37,0,294139.53,0.45
245,820,4,0.07,1,199281.42,0.15
246,550,4,0.67,5,323030.17,0.38
247,800,0,0.96,0,219819.68,0.28
248,710,1,0.2,3,272660.05,0.79
249,800,0,0.82,0,35841.58,0.31
250,580,2,0.83,4,343697.08,0.73
251,570,5,0.46,6,305361.96,0.72
252,600,3,0.02,5,480232.98,0.6
253,670,4,1.0,1,249832.83,0.55
254,620,1,0.97,6,86616.66,0.42
255,700,0,0.96,0,465954.86,0.65
256,590,3,0.66,2,284291.93,0.51
257,570,1,0.98,6,23803.77,0.56
258,810,2,0.4,3,223801.92,0.46
259,700,2,0.2,5,176089.14,0.74
260,850,2,0.25,0,413635.88,0.26
261,600,5,0.55,5,233100.31,0.46
262,720,5,0.77,1,236751.74,0.43
263,900,0,0.37,0,109416.31,0.41
264,650,3,0.68,0,384190.65,0.68
265,800,0,0.99,0,205828.95,0.21
266,740,1,0.49,2,374559.9,0.6
267,700,4,0.83,0,429884.29,0.38
268,720,1,0.27,6,203679.83,0.35
269,720,2,0.4,6,112275.19,0.22
270,690,5,0.1,2,474862.12,0.8
271,520,5,0.74,6,159034.29,0.7
272,670,3,0.44,6,139846.96,0.18
273,600,3,0.1,5,351062.23,0.71
274,730,3,0.35,4,9578.36,0.27
275,900,0,0.06,0,99633.46,0.1
276,630,5,0.96,4,76308.47,0.17
277,800,0,0.86,0,19733.49,0.46
278,700,2,0.43,5,455871.6,0.46
279,770,4,0.07,1,188349.58,0.64
280,620,5,0.31,6,152170.98,0.68
281,750,0,0.7,0,30303.36,0.63
282,610,4,0.6,3,418140.59,0.22
283,720,5,0.04,1,445288.75,0.51
284,740,2,0.86,2,120704.79,0.19
285,800,3,0.37,0,447664.68,0.35
286,520,5,0.89,6,138694.23,0.74
287,850,2,0.09,0,261465.28,0.45
288,760,5,0.27,3,223590.5,0.13
289,750,1,0.7,0,362100.95,0.29
290,660,3,0.97,3,213650.57,0.18
291,620,3,0.29,6,466752.25,0.46
292,750,0,0.97,0,478310.55,0.43
293,800,4,0.02,0,101356.46,0.57
294,710,3,0.5,3,24815.36,0.8
295,560,4,0.88,3,399095.89,0.62
296,810,2,0.22,3,12696.32,0.14
297,700,0,0.54,0,305883.4,0.69
298,850,0,0.1,0,340123.58,0.11
299,620,2,0.36,6,484798.05,0.79
300,900,0,0.32,0,114943.89,0.42
301,520,3,0.99,6,126639.6,0.55
302,750,2,0.78,0,331204.95,0.35
303,690,1,0.95,2,186240.68,0.67
304,630,5,0.64,4,158508.38,0.31
305,700,1,0.09,5,195442.91,0.6
306,900,0,0.39,0,92833.54,0.35
307,570,5,0.01,6,388214.9,0.63
308,650,4,0.05,5,421164.32,0.39
309,650,5,0.97,0,457106.63,0.73
310,730,3,0.04,4,152179.96,0.42
311,770,4,0.01,1,308807.18,0.13
312,820,5,0.06,1,88600.49,0.21
313,740,3,0.36,2,336708.1,0.42
314,620,3,0.32,6,387844.26,0.36
315,820,5,0.41,1,242639.8,0.26
316,670,4,0.93,1,109958.23,0.52
317,470,3,0.98,6,317001.32,0.52
318,630,3,0.33,4,275090.23,0.72
319,770,3,0.03,1,487726.88,0.46
320,900,0,0.05,0,65064.56,0.23
321,740,5,0.37,2,263445.9,0.26
322,620,2,0.93,6,73102.47,0.14
323,700,1,0.88,0,343144.47,0.77
324,620,3,0.15,6,149167.8,0.62
325,850,4,0.16,0,109506.17,0.24
326,760,5,0.44,3,234621.93,0.49
327,750,0,0.91,0,400856.79,0.44
328,590,3,0.97,2,425208.87,0.51
329,550,1,0.65,5,351464.65,0.52
330,720,4,0.19,1,411271.01,0.65
331,770,5,0.21,1,116907.91,0.69
332,700,0,0.85,0,396823.25,0.6
333,630,1,0.9,4,462442.45,0.46
334,630,1,0.63,4,437931.53,0.32
335,750,2,0.13,5,211483.99,0.44
336,700,4,0.96,0,275168.02,0.29
337,700,1,0.5,5,379419.05,0.42
338,800,0,0.28,0,347972.32,0.61
339,560,4,0.57,3,404737.67,0.52
340,750,1,0.18,5,9606.13,0.32
341,630,5,0.18,4,499944.2,0.58
342,720,2,0.86,1,471770.25,0.49
343,650,2,0.8,5,61793.39,0.24
344,850,4,0.37,0,231150.69,0.4
345,670,1,0.07,6,332329.75,0.41
346,760,3,0.49,3,158503.36,0.47
347,850,4,0.19,0,50433.1,0.11
348,770,5,0.22,1,460468.66,0.3
349,740,5,0.02,2,90773.06,0.55
350,690,2,0.73,2,250306.86,0.43
351,710,4,0.31,3,61296.66,0.8
352,800,0,0.29,0,305924.62,0.78
353,520,4,0.93,6,140439.46,0.71
354,570,3,0.54,6,176619.91,0.32
355,640,3,0.71,2,333489.44,0.29
356,670,5,0.66,1,470483.61,0.27
357,710,2,0.95,3,37297.61,0.48
358,720,3,0.59,1,217997.71,0.41
359,700,0,0.89,0,323355.91,0.54
360,790,2,0.34,2,208038.91,0.52
361,800,0,0.92,0,209710.29,0.14
362,750,4,0.9,0,89862.23,0.29
363,610,1,0.91,3,314457.12,0.65
364,820,3,0.2,1,1056.19,0.3
365,700,5,0.32,5,12562.77,0.42
366,680,4,0.3,4,458659.5,0.25
367,700,1,0.14,5,396136.4,0.2
368,700,3,0.54,0,210044.63,0.77
369,660,2,0.57,3,89563.29,0.58
370,640,2,0.96,2,288907.66,0.71
371,690,5,0.09,2,435105.4,0.8
372,870,2,0.29,1,210379.36,0.41
373,790,4,0.37,2,236815.4,0.4
374,550,4,0.65,5,371804.38,0.4
375,750,0,0.62,0,108941.78,0.75
376,840,1,0.47,2,160195.97,0.21
377,750,0,0.55,0,423868.61,0.19
378,850,0,0.42,0,452755.77,0.23
379,750,3,0.65,0,104759.39,0.48
380,850,0,0.15,0,358618.56,0.34
381,900,0,0.22,0,124532.55,0.17
382,770,1,0.26,1,441047.77,0.69
383,750,0,0.82,0,247566.99,0.69
384,720,2,0.42,6,1120.07,0.43
385,700,0,0.84,0,359239.35,0.77
386,620,1,0.47,6,346271.4,0.77
387,850,0,0.23,0,492405.61,0.13
388,550,4,0.58,5,400268.22,0.26
389,750,3,1.0,0,221526.56,0.36
390,800,2,0.36,0,404513.49,0.65
391,750,0,0.51,0,147952.48,0.8
392,610,3,0.8,3,325479.91,0.15
393,790,2,0.07,2,74555.97,0.64
394,670,3,0.06,6,209573.9,0.14
395,820,1,0.48,1,414491.75,0.45
396,570,5,0.55,6,209701.0,0.13
397,570,3,0.7,6,108295.27,0.47
398,500,4,0.57,5,405793.86,0.62
399,780,2,0.32,4,22561.95,0.18
400,610,4,0.83,3,440420.79,0.17
401,690,4,0.63,2,35545.16,0.39
402,750,0,0.53,0,223000.5,0.7
403,570,3,0.75,6,124899.76,0.24
404,740,1,0.53,2,232569.98,0.2
405,790,3,0.44,2,124517.96,0.21
406,630,4,0.67,4,77512.1,0.3
407,650,5,0.4,5,495051.93,0.3
408,750,0,1.0,0,151537.37,0.66
409,730,1,0.38,4,309795.85,0.24
410,760,4,0.45,3,4276.01,0.4
411,850,0,0.06,0,364901.96,0.15
412,670,3,0.05,6,218873.52,0.24
413,900,0,0.27,0,188182.47,0.3
414,700,4,0.52,0,91473.63,0.74
415,720,2,0.5,6,27524.48,0.46
416,710,1,0.7,3,115411.29,0.26
417,800,0,0.92,0,38074.52,0.17
418,620,2,0.74,6,50908.0,0.32
419,680,5,0.38,4,423226.96,0.35
420,710,2,0.75,3,3865.66,0.25
421,800,0,0.02,0,462864.87,0.52
422,650,3,0.12,5,277983.94,0.34
423,850,1,0.41,0,200410.18,0.58
424,870,2,0.43,1,7533.26,0.28
425,740,5,0.23,2,219250.7,0.59
426,670,5,0.31,6,114999.12,0.3
427,700,0,0.95,0,406677.31,0.65
428,740,4,0.27,2,338675.32,0.11
429,600,4,0.5,5,348367.96,0.67
430,800,0,0.37,0,263823.27,0.67
431,750,3,0.7,0,40689.11,0.22
432,610,5,0.82,3,192873.89,0.77
433,600,5,0.03,5,433499.42,0.76
434,820,4,0.49,1,219788.39,0.13
435,730,4,0.34,4,39663.27,0.22
436,900,0,0.13,0,146748.02,0.14
437,520,4,0.67,6,446904.07,0.13
438,690,3,0.65,2,150242.18,0.18
439,550,4,0.6,5,354190.49,0.3
440,850,5,0.22,0,97904.82,0.37
441,710,3,0.44,3,49804.15,0.6
442,750,3,0.74,0,21729.07,0.33
443,670,2,0.75,1,297712.47,0.69
444,900,0,0.26,0,91974.28,0.46
445,570,4,0.9,6,59359.03,0.18
446,670,5,0.8,1,176829.8,0.64
447,600,3,0.71,5,245349.85,0.48
448,670,2,0.86,1,451921.55,0.64
449,680,3,0.02,4,216779.72,0.52
450,520,1,0.84,6,456341.34,0.64
451,800,4,0.16,0,340154.18,0.41
452,550,5,0.52,5,36966.05,0.65
453,670,3,0.92,1,196305.44,0.79
454,700,4,0.58,0,424403.92,0.27
455,670,5,0.29,6,178061.24,0.2
456,710,1,0.33,3,455066.27,0.79
457,810,2,0.09,3,158042.72,0.24
458,650,4,0.01,5,212994.25,0.73
459,820,5,0.07,1,18939.09,0.19
460,560,5,0.66,3,296346.33,0.72
461,800,2,0.73,0,204158.02,0.4
462,670,2,0.44,6,459765.5,0.36
463,800,0,0.12,0,400634.28,0.68
464,520,5,0.67,6,380980.87,0.46
465,820,1,0.48,1,166587.24,0.76
466,800,2,0.79,0,239609.44,0.1
467,680,1,0.11,4,348453.0,0.8
468,750,3,0.8,0,65614.95,0.37
469,680,3,0.19,4,379187.15,0.13
470,500,5,0.77,5,400775.12,0.7
471,620,3,0.85,1,288846.32,0.76
472,670,4,1.0,1,262417.85,0.35
473,740,3,0.44,2,258737.52,0.28
474,590,4,0.72,2,279740.61,0.75
475,800,0,0.11,0,330139.96,0.75
476,600,3,0.68,5,133186.12,0.2
477,800,0,0.6,0,168150.64,0.14
478,730,2,0.29,4,217112.29,0.7
479,710,2,0.32,3,489205.98,0.62
480,520,3,0.85,6,379576.48,0.18
481,710,3,0.01,3,427606.61,0.45
482,580,4,0.68,4,237863.75,0.74
483,840,2,0.11,2,237330.67,0.12
484,800,0,0.95,0,238240.88,0.36
485,770,1,0.47,1,357225.11,0.79
486,820,4,0.44,1,217468.58,0.31
487,750,0,0.78,0,385942.22,0.43
488,850,0,0.42,0,291116.33,0.36
489,680,3,0.07,4,276737.11,0.38
490,660,3,0.33,3,287356.22,0.57
491,550,5,0.69,5,202713.07,0.62
492,800,1,0.74,0,99524.47,0.24
493,660,4,0.96,3,228241.12,0.21
494,620,3,0.07,6,319446.85,0.26
495,750,0,0.85,0,335452.22,0.2
496,620,2,0.99,6,85041.81,0.39
497,800,5,0.31,0,121853.46,0.67
498,730,5,0.02,4,231143.88,0.21
499,750,2,0.77,0,212854.04,0.66
500,710,1,0.99,3,122950.72,0.46
501,800,5,0.01,0,31944.13,0.51
502,800,3,0.0,0,213057.07,0.65
503,640,5,0.59,2,205481.38,0.7
504,710,2,0.34,3,496795.61,0.65
505,610,2,0.53,3,290749.94,0.61
506,640,4,0.58,2,225672.13,0.77
507,770,3,0.29,1,435873.08,0.16
508,680,4,0.09,4,332867.85,0.48
509,660,1,0.53,3,373433.43,0.37
510,660,2,0.52,3,28352.63,0.69
511,620,4,0.47,6,145844.13,0.58
512,680,2,0.86,4,37131.05,0.33
513,740,2,0.9,2,225242.96,0.36
514,520,3,0.77,6,270455.13,0.13
515,650,4,0.0,5,395609.65,0.44
516,730,1,0.26,4,474392.37,0.48
517,680,3,0.14,4,498843.52,0.19
518,700,5,0.23,5,40750.35,0.25
519,730,4,0.42,4,132917.71,0.1
520,730,1,0.37,4,380867.73,0.15
521,620,1,0.73,6,99048.48,0.4
522,700,4,0.19,5,160931.44,0.18
523,690,3,0.3,2,364628.65,0.61
524,750,0,0.51,0,301122.1,0.14
525,720,2,0.23,6,122849.73,0.43
526,600,2,0.99,5,387037.03,0.35
527,610,4,0.65,3,428867.09,0.47
528,610,1,0.58,3,258553.63,0.53
529,600,4,0.9,5,235475.52,0.19
530,610,4,0.84,3,483763.68,0.23
531,750,0,0.79,0,414683.01,0.29
532,790,5,0.05,2,179573.34,0.24
533,900,1,0.23,0,47885.65,0.49
534,550,5,0.96,5,390393.12,0.12
535,710,1,0.94,3,173080.46,0.14
536,580,2,0.66,4,494165.96,0.74
537,520,3,0.63,6,418001.51,0.17
538,750,4,0.08,0,259237.8,0.74
539,710,2,0.45,3,309021.3,0.62
540,850,2,0.03,0,194139.28,0.69
541,680,1,0.68,4,64340.92,0.44
542,600,2,0.94,5,439358.05,0.31
543,900,0,0.33,0,134923.53,0.2
544,900,2,0.05,0,129531.57,0.44
545,790,2,0.23,2,259706.5,0.31
546,580,5,0.69,4,449811.84,0.37
547,710,2,0.68,3,166943.3,0.16
548,900,2,0.45,0,88167.46,0.5
549,590,3,0.59,2,450302.52,0.72
550,700,3,0.25,5,84239.7,0.47
551,680,3,0.42,4,261534.95,0.28
552,850,0,0.31,0,476529.07,0.42
553,500,3,0.83,5,457867.18,0.69
554,650,5,0.14,5,497378.55,0.32
555,520,4,0.72,6,435116.69,0.11
556,780,2,0.43,4,188819.0,0.33
557,620,2,0.89,6,106392.04,0.44
558,650,1,0.65,5,79375.64,0.38
559,670,1,0.6,1,365320.14,0.74
560,750,5,0.76,0,159832.38,0.41
561,900,0,0.42,0,139289.93,0.23
562,700,1,0.41,5,30417.61,0.53
563,700,2,0.4,5,36219.59,0.59
564,850,0,0.13,0,263225.56,0.17
565,730,4,0.11,4,214382.34,0.41
566,900,0,0.37,0,245807.36,0.24
567,550,5,0.72,5,107947.53,0.72
568,710,4,0.37,3,276783.81,0.18
569,630,1,0.73,4,146866.43,0.76
570,650,3,0.33,5,75400.01,0.52
571,590,5,0.9,2,326024.2,0.64
572,800,0,0.33,0,428043.98,0.68
573,700,2,0.2,5,149460.71,0.79
574,610,4,0.79,3,285697.79,0.34
575,650,2,0.64,5,67669.94,0.16
576,590,3,0.93,2,482453.41,0.79
577,870,2,0.08,1,33704.36,0.47
578,700,4,0.04,5,174742.43,0.42
579,670,1,0.13,6,414702.07,0.15
580,680,3,0.13,4,367316.17,0.22
581,670,5,0.82,1,229580.84,0.54
582,700,4,0.16,5,32011.64,0.13
583,670,5,0.97,1,350462.78,0.23
584,680,2,0.51,4,199937.47,0.42
585,630,3,0.75,4,51284.21,0.29
586,650,4,0.28,5,100180.34,0.67
587,900,0,0.21,0,78331.95,0.14
588,750,0,0.65,0,153721.39,0.66
589,610,4,0.77,3,65501.41,0.74
590,900,2,0.11,0,55726.78,0.41
591,850,4,0.18,0,210878.61,0.26
592,530,3,1.0,4,430964.68,0.54
593,800,1,0.98,0,201637.26,0.31
594,620,1,0.91,6,194120.11,0.36
595,780,2,0.36,4,211222.5,0.42
596,740,5,0.35,2,112866.07,0.64
597,670,2,0.07,6,201587.69,0.55
598,520,3,0.82,6,283762.78,0.18
599,570,4,0.54,6,20363.73,0.13
600,850,0,0.45,0,122140.74,0.65
601,780,1,0.28,4,148801.55,0.43
602,640,5,0.9,2,393275.94,0.34
603,670,3,0.54,1,303877.0,0.3
604,790,4,0.31,2,220111.01,0.11
605,700,1,0.54,0,370026.8,0.6
606,550,4,0.53,5,72609.98,0.61
607,800,0,0.21,0,280127.01,0.73
608,900,0,0.15,0,76642.02,0.29
609,720,4,0.05,1,356904.76,0.69
610,750,0,0.62,0,131648.77,0.68
611,660,4,0.13,3,356564.3,0.79
612,530,5,0.81,4,333994.98,0.6
613,640,3,0.99,2,9783.15,0.7
614,610,5,0.85,3,228738.38,0.67
615,470,5,0.74,6,314978.75,0.67
616,660,5,0.08,3,265328.67,0.8
617,800,0,0.58,0,109718.01,0.23
618,580,5,0.96,4,276641.75,0.43
619,700,1,0.44,5,246730.85,0.65
620,660,2,0.66,3,133622.6,0.51
621,640,1,0.83,2,318884.76,0.79
622,640,3,0.58,2,353971.7,0.49
623,730,5,0.21,4,142723.76,0.17
624,630,3,0.52,4,244447.52,0.38
625,790,2,0.32,2,85061.85,0.54
626,900,0,0.03,0,38642.18,0.42
627,700,5,0.55,0,496395.13,0.21
628,700,2,0.18,5,315300.61,0.32
629,680,4,0.31,4,7821.26,0.77
630,750,0,0.73,0,451233.96,0.16
631,720,1,0.3,6,27982.78,0.35
632,740,4,0.28,2,430421.84,0.17
633,640,2,0.69,2,478257.98,0.64
634,720,3,0.79,1,185465.95,0.27
635,700,1,0.18,5,386570.03,0.24
636,740,2,0.27,2,337799.93,0.54
637,470,3,0.8,6,363805.74,0.79
638,760,1,0.46,3,329980.04,0.42
639,750,0,0.75,0,280133.39,0.47
640,560,3,0.9,3,273788.45,0.74
641,820,1,0.35,1,456323.46,0.11
642,550,3,0.77,5,371091.09,0.4
643,750,5,0.52,0,6835.96,0.36
644,620,3,0.32,6,31755.49,0.79
645,660,5,0.98,3,208120.39,0.24
646,580,3,0.58,4,490356.08,0.12
647,530,3,0.78,4,346608.35,0.57
648,850,0,0.08,0,311454.78,0.14
649,560,3,0.53,3,332283.63,0.63
650,770,3,0.4,1,253912.06,0.15
651,800,0,0.06,0,482385.14,0.8
652,650,4,0.42,5,49323.32,0.77
653,670,2,0.17,6,110066.33,0.61
654,820,1,0.37,1,316695.52,0.18
655,800,3,0.34,0,352746.13,0.36
656,580,3,0.79,4,202205.77,0.68
657,630,1,0.64,4,82583.44,0.63
658,850,0,0.46,0,265223.01,0.33
659,820,4,0.39,1,106311.0,0.4
660,710,5,0.4,3,13807.83,0.61
661,790,1,0.25,2,412888.8,0.24
