Customer ID,Date,Category,Source,Amount
6,"May 10, 2024",Loan EMI Payment,HDFC Loan,284.06
6,"Mar 08, 2024",Cash Withdrawals,Cash Withdrawals,3243.61
6,23/06/2024,Cash Withdrawals,Cash Withdrawals,3799.45
6,21/02/2024,Loan EMI Payment,ICICI EMI,1401.86
6,28/09/2024,Transfers,Transfers,2509.74
6,2024-09-15,Transfers,Transfers,2879.78
6,"May 12, 2024",Loan EMI Payment,SBI Home Loan,397.42
6,2024-09-28,Shopping,Myntra,876.68
6,"May 08, 2024",Transfers,Transfers,4423.42
7,"Feb 15, 2024",Cash Withdrawals,Cash Withdrawals,1481.3
7,11/03/2024,Food & Dining,Swiggy,4649.43
7,"Nov 13, 2024",Shopping,Myntra,3916.92
7,15/10/2024,Cash Withdrawals,Cash Withdrawals,180.57
7,06/03/2024,Utility Bill,Water,943.89
7,"May 11, 2024",Shopping,Flipkart,4612.87
7,10/03/2024,Cash Withdrawals,Cash Withdrawals,2474.71
7,2025-01-29,Salary Credit,Salary Credit,86790.77
7,"Feb 25, 2024",Loan EMI Payment,SBI Home Loan,4811.11
7,2025-01-11,Cash Withdrawals,Cash Withdrawals,4821.61
7,20/06/2024,Transfers,Transfers,2359.71
7,11/03/2024,Cash Withdrawals,Cash Withdrawals,4144.09
7,2024-08-30,Food & Dining,Swiggy,2662.96
7,"May 15, 2024",Salary Credit,Salary Credit,48633.26
7,2024-05-31,Utility Bill,Gas,256.91
7,"Oct 29, 2024",Loan EMI Payment,HDFC Loan,3043.75
7,"Aug 19, 2024",Transfers,Transfers,2198.49
7,"May 06, 2024",Loan EMI Payment,SBI Home Loan,1444.41
7,"Sep 09, 2024",Utility Bill,Gas,669.42
7,"Apr 04, 2024",Loan EMI Payment,SBI Home Loan,2214.25
7,"Nov 19, 2024",Transfers,Transfers,1904.38
7,2025-02-10,Food & Dining,Starbucks,3100.2
7,20/01/2025,Loan EMI Payment,HDFC Loan,4430.41
7,2024-09-21,Shopping,Flipkart,2668.06
7,"Sep 23, 2024",Cash Withdrawals,Cash Withdrawals,1279.98
7,2024-08-14,Food & Dining,Swiggy,3561.87
7,"May 17, 2024",Transfers,Transfers,2678.17
7,2024-12-13,Food & Dining,Zomato,3806.47
7,"Aug 14, 2024",Transfers,Transfers,3616.4
7,22/12/2024,Shopping,Amazon,1041.34
7,2024-07-20,Shopping,Amazon,4601.34
7,"Apr 26, 2024",Cash Withdrawals,Cash Withdrawals,1170.58
7,20/03/2024,Transfers,Transfers,4160.62
7,"Mar 21, 2024",Transfers,Transfers,3345.97
7,2024-10-25,Salary Credit,Salary Credit,56898.8
7,"Jul 29, 2024",Loan EMI Payment,HDFC Loan,1418.57
7,"Jun 29, 2024",Salary Credit,Salary Credit,50815.81
7,2024-07-26,Shopping,Flipkart,3931.28
7,"Jul 21, 2024",Salary Credit,Salary Credit,41601.46
7,"Aug 12, 2024",Transfers,Transfers,337.18
7,13/01/2025,Shopping,Flipkart,2808.94
7,2024-11-22,Cash Withdrawals,Cash Withdrawals,737.87
7,05/03/2024,Salary Credit,Salary Credit,56133.91
7,"Oct 31, 2024",Utility Bill,Electricity,4406.73
7,"Oct 23, 2024",Salary Credit,Salary Credit,57831.04
7,"Oct 20, 2024",Utility Bill,Broadband,4891.22
7,"Mar 22, 2024",Transfers,Transfers,3586.96
7,07/03/2024,Utility Bill,Water,1054.39
7,18/07/2024,Utility Bill,Broadband,3397.7
7,21/11/2024,Food & Dining,Zomato,2590.6
8,"Jun 23, 2024",Food & Dining,Swiggy,2794.42
8,2024-12-19,Cash Withdrawals,Cash Withdrawals,538.94
8,12/01/2025,Salary Credit,Salary Credit,36619.53
8,2024-03-26,Utility Bill,Water,2269.16
8,"May 19, 2024",Loan EMI Payment,HDFC Loan,4933.75
8,27/04/2024,Transfers,Transfers,2510.03
8,2024-04-26,Salary Credit,Salary Credit,64994.52
8,08/09/2024,Cash Withdrawals,Cash Withdrawals,3124.26
8,2024-08-05,Cash Withdrawals,Cash Withdrawals,350.14
8,2024-04-07,Cash Withdrawals,Cash Withdrawals,4185.83
8,"Jul 25, 2024",Loan EMI Payment,HDFC Loan,4494.36
8,24/04/2024,Loan EMI Payment,SBI Home Loan,4352.06
8,2024-05-31,Shopping,Amazon,1645.82
8,"Aug 10, 2024",Transfers,Transfers,2642.94
8,"May 20, 2024",Loan EMI Payment,HDFC Loan,3253.53
8,17/01/2025,Cash Withdrawals,Cash Withdrawals,3866.9
8,"Feb 05, 2025",Cash Withdrawals,Cash Withdrawals,3549.77
8,2024-03-13,Utility Bill,Broadband,4473.99
8,03/08/2024,Shopping,Flipkart,2655.06
8,22/12/2024,Cash Withdrawals,Cash Withdrawals,4453.01
8,12/01/2025,Utility Bill,Gas,3017.52
8,"Jan 10, 2025",Shopping,Myntra,4799.5
8,13/09/2024,Shopping,Flipkart,315.97
8,22/03/2024,Food & Dining,Zomato,1790.75
8,03/03/2024,Salary Credit,Salary Credit,72506.33
8,"Oct 23, 2024",Utility Bill,Electricity,4195.78
8,09/09/2024,Loan EMI Payment,ICICI EMI,1951.1
8,"Jan 02, 2025",Shopping,Amazon,2738.26
8,"Feb 18, 2024",Loan EMI Payment,ICICI EMI,4652.5
8,2024-03-20,Loan EMI Payment,SBI Home Loan,4086.12
8,"Feb 06, 2025",Food & Dining,Swiggy,3730.81
8,"Dec 01, 2024",Salary Credit,Salary Credit,55180.33
8,2025-01-07,Utility Bill,Broadband,1855.38
8,"May 14, 2024",Food & Dining,Swiggy,1330.02
8,"Apr 17, 2024",Loan EMI Payment,ICICI EMI,4988.27
8,"Jul 19, 2024",Salary Credit,Salary Credit,87109.05
8,2024-08-19,Salary Credit,Salary Credit,62048.4
8,"Aug 17, 2024",Shopping,Myntra,169.81
8,2024-05-06,Loan EMI Payment,HDFC Loan,1911.49
8,13/01/2025,Utility Bill,Gas,3246.78
8,2024-07-17,Transfers,Transfers,1828.68
8,28/01/2025,Cash Withdrawals,Cash Withdrawals,1670.91
8,"Mar 06, 2024",Shopping,Amazon,1530.45
8,"Apr 16, 2024",Food & Dining,Zomato,3846.36
8,"Jul 09, 2024",Food & Dining,Starbucks,2368.1
8,"Feb 13, 2024",Salary Credit,Salary Credit,51503.73
8,2024-07-13,Shopping,Amazon,1730.59
8,2024-05-25,Shopping,Flipkart,3394.77
8,06/02/2025,Shopping,Flipkart,1702.51
8,2024-12-13,Shopping,Myntra,4564.35
9,"Dec 13, 2024",Salary Credit,Salary Credit,75521.21
9,07/08/2024,Transfers,Transfers,1045.96
9,"Jun 02, 2024",Loan EMI Payment,SBI Home Loan,861.94
9,"Jul 26, 2024",Utility Bill,Water,856.74
9,09/11/2024,Utility Bill,Broadband,1349.62
9,"Nov 22, 2024",Utility Bill,Gas,4591.74
9,13/12/2024,Loan EMI Payment,HDFC Loan,3644.72
9,2024-09-15,Utility Bill,Electricity,3067.13
9,27/10/2024,Salary Credit,Salary Credit,60907.19
9,18/11/2024,Loan EMI Payment,SBI Home Loan,3203.79
9,2024-08-20,Utility Bill,Electricity,2763.8
9,2024-04-13,Food & Dining,Swiggy,3025.28
9,26/04/2024,Food & Dining,Zomato,2276.91
9,2024-06-07,Salary Credit,Salary Credit,91165.37
9,"May 07, 2024",Transfers,Transfers,3847.85
9,2024-03-06,Transfers,Transfers,1677.87
9,24/09/2024,Cash Withdrawals,Cash Withdrawals,935.38
9,24/11/2024,Utility Bill,Gas,4792.43
9,2024-09-10,Salary Credit,Salary Credit,84978.03
9,2024-03-07,Transfers,Transfers,3601.76
9,29/11/2024,Utility Bill,Broadband,733.59
9,2024-06-13,Salary Credit,Salary Credit,67666.25
9,06/03/2024,Food & Dining,Swiggy,1980.22
9,03/03/2024,Cash Withdrawals,Cash Withdrawals,2274.36
9,"Sep 26, 2024",Salary Credit,Salary Credit,43152.17
9,16/08/2024,Salary Credit,Salary Credit,95431.22
9,2024-08-26,Cash Withdrawals,Cash Withdrawals,715.91
9,04/02/2025,Loan EMI Payment,HDFC Loan,3277.4
9,2025-01-09,Cash Withdrawals,Cash Withdrawals,162.55
9,"Sep 06, 2024",Utility Bill,Broadband,4739.43
9,2024-04-14,Food & Dining,Swiggy,566.71
9,2024-03-06,Loan EMI Payment,HDFC Loan,4336.09
9,2024-08-28,Salary Credit,Salary Credit,99371.86
9,"Mar 15, 2024",Food & Dining,Swiggy,2295.01
9,2025-01-08,Transfers,Transfers,722.86
9,25/04/2024,Loan EMI Payment,SBI Home Loan,4945.68
9,10/03/2024,Transfers,Transfers,4210.28
9,01/10/2024,Loan EMI Payment,ICICI EMI,1794.54
9,2024-03-10,Shopping,Myntra,2253.05
9,01/11/2024,Utility Bill,Electricity,640.93
9,"Jan 12, 2025",Food & Dining,Swiggy,683.0
9,"May 14, 2024",Loan EMI Payment,ICICI EMI,3161.52
9,"Jul 18, 2024",Utility Bill,Gas,1749.92
9,"Mar 30, 2024",Utility Bill,Broadband,1395.54
9,12/02/2025,Salary Credit,Salary Credit,86523.53
9,23/01/2025,Transfers,Transfers,2554.71
9,"Sep 21, 2024",Utility Bill,Electricity,4888.54
9,2024-05-18,Shopping,Flipkart,2097.44
9,24/09/2024,Transfers,Transfers,2030.1
9,30/09/2024,Cash Withdrawals,Cash Withdrawals,289.44
10,"Feb 28, 2024",Transfers,Transfers,2546.83
10,"Oct 10, 2024",Shopping,Amazon,1685.66
10,15/03/2024,Food & Dining,Starbucks,3340.96
10,"Jul 24, 2024",Utility Bill,Broadband,3090.92
10,25/10/2024,Food & Dining,Zomato,312.39
10,2024-09-26,Transfers,Transfers,4628.01
10,2024-09-19,Loan EMI Payment,HDFC Loan,2979.54
10,"Sep 03, 2024",Shopping,Flipkart,4664.06
10,2024-06-14,Loan EMI Payment,HDFC Loan,605.8
10,2025-02-10,Utility Bill,Water,1817.44
10,"May 24, 2024",Transfers,Transfers,1597.64
10,2024-05-02,Cash Withdrawals,Cash Withdrawals,4192.75
10,"Oct 30, 2024",Utility Bill,Gas,1736.11
10,"Nov 17, 2024",Shopping,Amazon,3208.45
10,2024-06-14,Shopping,Myntra,1360.19
10,2024-05-15,Shopping,Flipkart,2672.8
10,"May 26, 2024",Utility Bill,Electricity,926.56
10,2024-07-15,Utility Bill,Water,839.22
10,"Apr 03, 2024",Food & Dining,Swiggy,2497.61
10,"Oct 30, 2024",Salary Credit,Salary Credit,41974.66
10,"Oct 20, 2024",Cash Withdrawals,Cash Withdrawals,2589.71
10,08/06/2024,Loan EMI Payment,HDFC Loan,2018.08
10,08/08/2024,Transfers,Transfers,516.9
10,14/06/2024,Transfers,Transfers,4299.51
10,2025-02-07,Salary Credit,Salary Credit,56905.98
10,30/11/2024,Utility Bill,Gas,2374.56
10,10/02/2025,Loan EMI Payment,SBI Home Loan,723.9
10,12/03/2024,Loan EMI Payment,ICICI EMI,1839.3
10,16/02/2024,Food & Dining,Swiggy,4561.0
